2017-03-06 08:36, 204848767, A
2017-03-06 08:46, 204892667, A
2017-03-06 08:40, 204848490, A
2017-03-06 08:17, 203744638, A
2017-03-06 08:32, 204891285, A
2017-03-06 08:17, 204586676, A
2017-03-06 08:32, 204897393, A
2017-03-06 08:14, 291001759, A
2017-03-06 08:22, 204576198, A
2017-03-06 08:40, 204889096, A
2017-03-06 08:46, 204886547, A
2017-03-06 08:46, 201636937, A
2017-03-06 08:47, 204856892, A
2017-03-06 08:46, 204856738, A
2017-03-06 08:50, 204833418, A
2017-03-06 08:53, 205188394, A
2017-03-06 08:53, 204895466, A
2017-03-06 08:53, 204895267, A
2017-03-06 08:49, 204865742, A
2017-03-06 08:51, 204833273, A
2017-03-06 08:54, 204890337, A
2017-03-06 08:58, 204865960, A
2017-03-06 08:58, 204884126, A
2017-03-06 08:58, 204861474, A
2017-03-06 08:59, 204863518, A
2017-03-06 09:01, 204893804, A
2017-03-06 08:59, 204863347, A
2017-03-06 08:59, 204870225, A
2017-03-06 09:01, 204893424, A
2017-03-06 09:02, 204831631, A
2017-03-06 09:03, 204898706, A
2017-03-06 09:04, 204898754, A
2017-03-06 09:04, 205196674, A
2017-03-06 09:05, 204833197, A
2017-03-06 09:06, 204833285, A
2017-03-06 09:06, 204851189, A
2017-03-06 09:08, 204855091, A
2017-03-06 09:10, 204812297, A
2017-03-06 09:12, 204139998, A
2017-03-06 09:14, 204862749, A
2017-03-06 09:13, 204895040, A
2017-03-06 09:14, 205196882, A
2017-03-06 09:13, 203737771, A
2017-03-06 09:14, 204843697, A
2017-03-06 09:14, 204834138, A
2017-03-06 09:16, 204831702, A
2017-03-06 09:15, 204862052, A
2017-03-06 09:17, 200507673, A
2017-03-06 09:17, 205195719, A
2017-03-06 09:19, 204855889, A
2017-03-06 09:20, 204855075, A
2017-03-06 09:18, 204843803, A
2017-03-06 09:20, 205195140, A
2017-03-06 09:22, 204832930, A
2017-03-06 09:17, 290761702, D
2017-03-06 09:19, 204868888, A
2017-03-06 09:22, 204835311, A
2017-03-06 09:22, 204833064, A
2017-03-06 09:23, 204886101, A
2017-03-06 09:27, 204888680, A
2017-03-06 09:27, 205160243, A
2017-03-06 09:32, 205199064, A
2017-03-06 09:31, 204890206, A
2017-03-06 09:31, 204021672, A
2017-03-06 09:30, 204837462, A
2017-03-06 09:38, 204837485, A
2017-03-06 09:33, 205198729, A
2017-03-06 09:39, 205195144, A
2017-03-06 09:39, 204837028, A
2017-03-06 09:41, 290810705, A
2017-03-06 09:46, 205196131, A
2017-03-06 09:44, 205190458, A
2017-03-06 09:46, 205190497, A
2017-03-06 09:49, 205198822, A
2017-03-06 09:41, 205069663, A
2017-03-06 09:48, 204850827, A
2017-03-06 09:50, 205191575, A
2017-03-06 09:48, 201168172, A
2017-03-06 09:51, 201461728, A
2017-03-06 09:53, 205193771, A
2017-03-06 09:56, 205198828, A
2017-03-06 09:55, 205198895, A
2017-03-06 09:54, 205193734, A
2017-03-06 09:58, 203681058, A
2017-03-06 09:58, 205199378, A
2017-03-06 10:01, 205164644, A
2017-03-06 10:01, 205152944, A
2017-03-06 10:00, 205198788, A
2017-03-06 10:01, 204357491, A
2017-03-06 10:03, 205152238, A
2017-03-06 10:03, 204841465, A
2017-03-06 10:03, 203182492, A
2017-03-06 10:04, 205152307, A
2017-03-06 10:05, 205179955, A
2017-03-06 10:05, 290779701, A
2017-03-06 10:09, 205188329, A
2017-03-06 10:06, 205189184, A
2017-03-06 10:08, 205188363, A
2017-03-06 10:09, 201285214, A
2017-03-06 10:10, 205189208, A
2017-03-06 10:11, 205188338, A
2017-03-06 10:13, 203224715, A
2017-03-06 10:12, 205196008, A
2017-03-06 10:13, 205195993, A
2017-03-06 10:13, 205198198, A
2017-03-06 10:17, 205199260, A
2017-03-06 10:13, 202893841, A
2017-03-06 10:15, 201731562, A
2017-03-06 10:20, 205195973, A
2017-03-06 10:20, 205199258, A
2017-03-06 10:22, 204830050, A
2017-03-06 10:20, 205198193, A
2017-03-06 10:25, 205189426, A
2017-03-06 10:29, 205194552, A
2017-03-06 10:29, 205199268, A
2017-03-06 10:32, 205193641, A
2017-03-06 10:30, 205198169, A
2017-03-06 10:33, 205189569, A
2017-03-06 10:38, 205194105, A
2017-03-06 10:40, 204609317, A
2017-03-06 10:39, 203949444, A
2017-03-06 10:37, 200169160, A
2017-03-06 10:38, 205193694, A
2017-03-06 10:41, 205197822, A
2017-03-06 10:42, 205193649, A
2017-03-06 10:45, 205193577, A
2017-03-06 10:47, 205189110, A
2017-03-06 10:45, 205193645, A
2017-03-06 10:51, 204833415, A
2017-03-06 10:48, 205194073, A
2017-03-06 10:52, 204873985, A
2017-03-06 10:52, 204583774, A
2017-03-06 10:55, 205194780, A
2017-03-06 11:06, 205129726, A
2017-03-06 10:52, 203379699, A
2017-03-06 11:14, 204861501, A
2017-03-06 11:09, 204328332, A
2017-03-06 11:24, 204853152, A
2017-03-06 11:38, 204642418, A
2017-03-06 11:39, 204642743, A
2017-03-06 11:40, 204642739, A
2017-03-06 11:43, 204196049, A
2017-03-06 11:40, 204890230, A
2017-03-06 11:55, 204682063, A
2017-03-06 11:56, 204316254, A
2017-03-06 12:05, 204862992, A
2017-03-06 12:24, 204130683, A
2017-03-06 12:18, 290420187, A
2017-03-06 12:40, 201756556, A
2017-03-06 12:40, 204493586, A
2017-03-06 11:47, 290297551, D
2017-03-06 12:52, 204582092, A
2017-03-06 12:58, 290920965, A
2017-03-06 12:58, 202939459, A
2017-03-06 13:07, 203453618, A
2017-03-06 12:40, 201037183, D
2017-03-06 13:07, 201992912, A
2017-03-06 13:10, 203023471, A
2017-03-06 13:08, 204642482, A
2017-03-06 13:11, 204121108, A
2017-03-06 13:33, 203996350, A
2017-03-06 13:23, 203008378, A
2017-03-06 13:35, 204642486, A
2017-03-06 13:44, 205194410, A
2017-03-06 13:44, 205191531, A
2017-03-06 13:46, 204891130, A
2017-03-06 13:20, 201037183, D
2017-03-06 13:48, 290815828, A
2017-03-06 13:46, 204889247, A
2017-03-06 13:49, 204864458, A
2017-03-06 13:48, 290696903, A
2017-03-06 13:50, 204849664, A
2017-03-06 13:52, 204892598, A
2017-03-06 13:52, 204849499, A
2017-03-06 13:54, 204216848, A
2017-03-06 13:59, 204895886, A
2017-03-06 13:58, 201236839, A
2017-03-06 14:04, 200551403, A
2017-03-06 14:07, 200126690, A
2017-03-06 14:10, 205156427, A
2017-03-06 14:08, 203026822, A
2017-03-06 14:10, 204155523, A
2017-03-06 14:09, 201236933, A
2017-03-06 14:10, 205191818, A
2017-03-06 14:00, 290439649, D
2017-03-06 14:14, 202970514, A
2017-03-06 14:13, 200870709, A
2017-03-06 14:24, 205156382, A
2017-03-06 14:25, 204217007, A
2017-03-06 14:31, 204642578, A
2017-03-06 14:32, 201448942, A
2017-03-06 14:29, 201449005, A
2017-03-06 14:21, 203692080, D
2017-03-06 14:36, 204014445, A
2017-03-06 14:49, 290696903, A
2017-03-06 14:45, 205113156, A
2017-03-06 14:36, 290663653, A
2017-03-06 14:51, 290462218, A
2017-03-06 15:01, 201535129, A
2017-03-06 14:34, 203691826, D
2017-03-06 15:14, 204864149, A
2017-03-06 15:14, 203796028, A
2017-03-06 15:17, 204898533, A
2017-03-06 15:18, 204318260, A
2017-03-06 15:21, 203015036, A
2017-03-06 15:21, 201622010, A
2017-03-06 15:32, 290696903, A
2017-03-06 15:27, 205107379, A
2017-03-06 15:07, 203245383, D
2017-03-06 15:32, 204872430, A
2017-03-06 15:47, 203774360, A
2017-03-06 15:43, 204891542, A
2017-03-06 15:51, 204642857, A
2017-03-06 15:56, 204232582, A
2017-03-06 15:48, 290262912, A
2017-03-06 15:53, 204642921, A
2017-03-06 16:09, 200523155, A
2017-03-06 15:57, 200191706, A
2017-03-06 16:13, 204642618, A
2017-03-06 16:13, 290696903, A
2017-03-06 16:23, 201535129, A
2017-03-06 16:16, 200807213, A
2017-03-06 16:29, 203112175, A
2017-03-06 16:29, 201066971, A
2017-03-06 16:31, 204903839, A
2017-03-06 16:42, 203224706, A
2017-03-06 16:32, 200838214, A
2017-03-06 16:33, 204833588, A
2017-03-06 16:29, 200095951, A
2017-03-06 16:46, 200400299, A
2017-03-06 16:46, 204475189, A
2017-03-06 16:35, 203022486, A
